Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Unnamed:0
462,female,********,master's degree,standard,,married,sometimes,yes,2.0,school_bus,5 - 10,96,93,100,********
463,male,********,some college,free/reduced,none,married,regularly,yes,0.0,,5 - 10,58,49,48,********
464,female,********,high school,standard,completed,married,regularly,no,4.0,private,5 - 10,65,79,85,********
465,male,********,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,65,71,66,********
466,male,********,bachelor's degree,standard,none,widowed,sometimes,yes,3.0,school_bus,5 - 10,80,80,64,********
467,female,********,bachelor's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,61,75,79,********
468,male,********,some college,free/reduced,none,single,never,yes,0.0,private,< 5,63,65,59,********
469,male,********,associate's degree,standard,none,single,regularly,no,5.0,private,5 - 10,71,59,61,********
470,female,********,high school,standard,none,married,regularly,no,1.0,,5 - 10,52,61,56,********
471,male,********,some high school,standard,none,single,sometimes,yes,,school_bus,5 - 10,81,89,84,********
472,female,********,some high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,73,80,76,********
473,male,********,,standard,completed,single,sometimes,yes,2.0,private,5 - 10,66,72,65,********
474,female,********,high school,free/reduced,none,,regularly,yes,3.0,school_bus,5 - 10,45,59,59,********
475,male,********,associate's degree,standard,none,married,regularly,no,3.0,private,> 10,61,53,52,********
476,male,********,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10,46,42,36,********
477,female,********,some high school,standard,none,single,sometimes,no,,private,5 - 10,53,73,67,********
478,female,********,bachelor's degree,standard,none,single,,yes,2.0,private,5 - 10,90,99,92,********
479,male,********,high school,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5,57,50,45,********
480,male,********,high school,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,45,44,47,********
481,male,********,high school,standard,completed,single,sometimes,yes,7.0,school_bus,> 10,78,70,68,********
482,female,********,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,41,49,49,********
483,male,********,bachelor's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,93,92,87,********
484,female,********,some high school,standard,,single,sometimes,yes,3.0,school_bus,5 - 10,77,91,92,********
485,male,********,high school,standard,none,married,regularly,yes,0.0,school_bus,< 5,69,67,59,********
486,female,********,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,77,82,87,********
487,female,********,,free/reduced,completed,married,regularly,yes,5.0,,5 - 10,81,97,91,********
488,male,********,associate's degree,standard,completed,married,never,no,2.0,,5 - 10,80,76,78,********
489,male,********,bachelor's degree,standard,none,single,never,no,1.0,,< 5,72,81,76,********
490,female,********,some high school,free/reduced,none,married,regularly,yes,3.0,private,< 5,31,46,42,********
491,female,********,associate's degree,standard,completed,divorced,regularly,yes,3.0,school_bus,< 5,81,92,94,********
492,female,********,associate's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,< 5,74,78,76,********
493,female,********,some high school,free/reduced,none,divorced,regularly,yes,0.0,school_bus,5 - 10,65,74,73,********
494,female,********,,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,78,80,82,********
495,female,********,associate's degree,free/reduced,completed,single,sometimes,yes,3.0,private,5 - 10,59,68,74,********
496,female,********,high school,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,75,75,74,********
497,female,********,high school,standard,completed,married,sometimes,yes,3.0,,5 - 10,84,93,95,********
498,female,********,some college,free/reduced,completed,single,sometimes,no,1.0,private,< 5,33,51,51,********
499,female,********,some college,standard,completed,single,regularly,no,,,< 5,73,85,84,********
500,female,********,high school,free/reduced,none,married,sometimes,no,2.0,,5 - 10,41,63,59,********
501,female,********,some college,standard,completed,single,never,no,1.0,private,> 10,46,55,62,********
502,female,********,some high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,78,84,86,********
503,male,********,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,> 10,50,49,50,********
504,male,********,associate's degree,free/reduced,,married,sometimes,yes,4.0,private,> 10,67,59,58,********
505,female,********,some high school,free/reduced,none,,regularly,yes,2.0,private,5 - 10,37,58,59,********
506,female,********,bachelor's degree,standard,none,married,regularly,no,3.0,school_bus,> 10,95,100,100,********
507,female,********,bachelor's degree,standard,none,divorced,never,yes,3.0,school_bus,< 5,78,84,88,********
508,male,********,some college,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,75,71,71,********
509,female,********,some college,free/reduced,none,divorced,sometimes,yes,,school_bus,5 - 10,59,80,77,********
510,female,********,some high school,standard,completed,married,sometimes,no,,,> 10,61,61,72,********
511,female,********,associate's degree,standard,none,divorced,never,no,4.0,private,< 5,63,59,63,********
512,female,********,master's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,60,71,72,********
513,male,********,some high school,standard,none,single,regularly,yes,2.0,private,< 5,79,65,60,********
514,male,********,some high school,standard,completed,married,regularly,yes,,private,> 10,100,92,95,********
515,female,********,some high school,standard,none,married,sometimes,yes,4.0,,5 - 10,69,66,69,********
516,female,********,bachelor's degree,standard,none,divorced,regularly,no,2.0,private,< 5,53,68,66,********
517,male,********,master's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,> 10,50,59,60,********
518,male,********,some high school,standard,none,divorced,regularly,yes,1.0,school_bus,< 5,52,46,37,********
519,female,********,some college,standard,none,married,sometimes,yes,3.0,private,5 - 10,61,74,68,********
520,female,********,high school,standard,none,single,never,yes,1.0,,< 5,72,76,77,********
521,male,********,some college,standard,none,divorced,never,yes,1.0,school_bus,> 10,43,37,39,********
522,male,********,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,35,39,30,********
523,female,********,some high school,standard,completed,single,regularly,no,2.0,school_bus,> 10,88,91,95,********
524,male,********,,standard,none,married,regularly,yes,4.0,private,5 - 10,59,51,48,********
525,female,********,high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,61,75,71,********
526,male,********,associate's degree,standard,completed,single,sometimes,no,5.0,school_bus,> 10,97,87,91,********
527,female,********,,standard,none,divorced,regularly,yes,1.0,school_bus,> 10,66,76,70,********
528,female,********,associate's degree,free/reduced,none,single,never,no,1.0,private,5 - 10,49,63,57,********
529,male,********,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,,> 10,70,86,80,********
530,male,********,,free/reduced,none,married,regularly,yes,3.0,private,> 10,67,63,60,********
531,male,********,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,75,63,60,********
532,male,********,associate's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,81,76,83,********
533,male,********,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,43,60,55,********
534,male,********,master's degree,standard,none,married,regularly,no,3.0,school_bus,> 10,100,94,94,********
535,female,********,some college,standard,none,married,regularly,yes,1.0,private,,65,74,72,********
536,female,********,high school,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,62,68,64,********
537,female,********,bachelor's degree,free/reduced,completed,married,never,yes,0.0,school_bus,> 10,61,69,77,********
538,female,********,some college,standard,none,married,sometimes,no,4.0,private,5 - 10,52,52,53,********
539,male,********,,standard,none,married,regularly,no,2.0,school_bus,< 5,61,56,53,********
540,female,********,some college,standard,none,divorced,sometimes,yes,3.0,,5 - 10,71,71,70,********
541,female,********,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,86,98,98,********
542,male,********,associate's degree,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,98,84,87,********
543,female,********,some college,free/reduced,completed,married,sometimes,,1.0,school_bus,< 5,78,79,84,********
544,male,********,some college,standard,completed,,regularly,yes,3.0,school_bus,,73,69,67,********
545,female,********,some college,standard,,married,regularly,no,3.0,school_bus,> 10,80,86,92,********
546,female,********,bachelor's degree,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,59,82,87,********
548,male,********,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,75,66,66,********
549,female,********,bachelor's degree,free/reduced,completed,widowed,sometimes,yes,0.0,school_bus,5 - 10,47,64,75,********
550,male,********,some college,standard,none,married,sometimes,yes,3.0,private,> 10,62,64,61,********
551,female,********,associate's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,59,81,76,********
552,female,********,bachelor's degree,standard,completed,married,never,no,1.0,school_bus,< 5,54,67,68,********
553,male,********,master's degree,standard,none,single,regularly,no,1.0,private,< 5,82,77,76,********
554,female,********,associate's degree,standard,,single,never,yes,2.0,school_bus,5 - 10,35,50,47,********
555,male,********,master's degree,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,80,68,74,********
556,male,********,high school,free/reduced,none,single,never,no,,school_bus,5 - 10,10,12,9,********
557,female,********,some college,standard,,widowed,never,yes,5.0,school_bus,< 5,60,65,64,********
558,female,********,master's degree,free/reduced,,divorced,sometimes,yes,1.0,school_bus,5 - 10,78,82,90,********
559,male,********,master's degree,free/reduced,completed,married,sometimes,yes,2.0,,5 - 10,79,76,79,********
560,male,********,some college,standard,none,single,sometimes,no,4.0,private,5 - 10,100,73,76,********
561,male,********,,standard,none,married,sometimes,yes,2.0,school_bus,< 5,64,60,55,********
562,female,********,some high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,41,50,51,********
563,female,********,master's degree,standard,completed,divorced,sometimes,no,5.0,school_bus,> 10,85,81,91,********
564,female,********,,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,55,62,51,********
565,male,********,high school,standard,none,married,regularly,yes,3.0,private,5 - 10,75,63,64,********
566,male,********,some high school,standard,none,married,sometimes,yes,4.0,private,> 10,58,46,45,********
567,female,********,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10,54,70,62,********
568,female,********,some college,standard,none,married,never,yes,4.0,school_bus,> 10,65,81,79,********
569,female,********,,standard,completed,single,sometimes,no,3.0,private,< 5,57,74,76,********
571,male,********,some college,standard,none,married,sometimes,yes,3.0,private,5 - 10,84,86,86,********
572,male,********,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,67,57,53,********
573,male,********,some high school,standard,completed,married,never,no,3.0,school_bus,5 - 10,45,42,42,********
574,male,********,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,70,74,74,********
575,female,********,associate's degree,standard,completed,married,sometimes,,2.0,private,5 - 10,49,60,67,********
576,male,********,some college,standard,none,divorced,never,yes,1.0,private,> 10,81,74,73,********
577,male,********,bachelor's degree,standard,none,single,regularly,no,2.0,private,5 - 10,71,64,59,********
578,female,********,some college,standard,completed,married,never,yes,4.0,private,< 5,64,74,82,********
579,male,********,high school,standard,completed,married,sometimes,no,1.0,school_bus,< 5,93,96,96,********
580,female,********,master's degree,standard,none,,regularly,yes,1.0,school_bus,< 5,90,93,100,********
581,male,********,associate's degree,standard,none,married,never,no,5.0,private,> 10,80,79,74,********
582,male,********,bachelor's degree,free/reduced,none,single,sometimes,yes,,private,5 - 10,52,58,49,********
583,female,********,associate's degree,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,50,59,61,********
584,female,********,some college,free/reduced,completed,divorced,sometimes,yes,1.0,private,< 5,32,39,44,********
585,male,********,high school,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,56,62,61,********
586,female,********,master's degree,standard,completed,married,regularly,no,2.0,private,5 - 10,60,68,73,********
587,female,********,high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,46,66,66,********
589,male,********,some college,standard,,divorced,sometimes,yes,0.0,private,5 - 10,79,82,81,********
590,male,********,some high school,standard,completed,,regularly,yes,2.0,,> 10,100,95,94,********
591,female,********,associate's degree,free/reduced,,divorced,,no,1.0,private,< 5,65,67,70,********
592,male,********,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,62,59,56,********
593,female,********,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10,40,51,51,********
594,female,********,associate's degree,free/reduced,completed,married,regularly,yes,,private,5 - 10,60,73,73,********
595,female,********,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,private,> 10,71,82,76,********
596,female,********,high school,standard,none,divorced,sometimes,no,2.0,,> 10,86,92,83,********
597,female,********,bachelor's degree,standard,none,divorced,regularly,yes,3.0,school_bus,< 5,70,84,85,********
598,female,********,associate's degree,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,61,68,60,********
599,male,********,some high school,standard,completed,single,regularly,yes,0.0,private,> 10,99,90,97,********
601,female,********,,standard,completed,married,regularly,yes,6.0,private,5 - 10,83,100,100,********
602,male,********,some high school,standard,none,married,regularly,yes,3.0,school_bus,> 10,66,63,63,********
603,male,********,bachelor's degree,free/reduced,completed,married,sometimes,no,3.0,private,> 10,43,44,41,********
604,female,********,associate's degree,standard,none,married,sometimes,no,3.0,private,> 10,77,84,85,********
606,male,********,high school,free/reduced,none,divorced,never,yes,0.0,school_bus,> 10,71,70,69,********
607,male,********,some high school,free/reduced,none,married,never,yes,6.0,school_bus,5 - 10,26,18,19,********
608,female,********,master's degree,free/reduced,none,,regularly,yes,1.0,private,5 - 10,64,68,71,********
609,male,********,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,64,56,49,********
611,male,********,some college,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,53,60,51,********
612,female,********,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,70,79,76,********
613,male,********,some college,standard,completed,married,never,yes,5.0,school_bus,< 5,81,74,71,********
614,female,********,master's degree,free/reduced,none,married,sometimes,no,4.0,private,> 10,64,83,83,********
615,female,********,some high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,61,78,77,********
616,male,********,high school,free/reduced,none,single,regularly,no,1.0,private,> 10,58,53,46,********
617,female,********,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,,5 - 10,63,73,74,********
618,female,********,some high school,standard,,married,regularly,no,1.0,private,5 - 10,69,75,75,********
619,male,********,high school,free/reduced,none,married,sometimes,yes,0.0,,5 - 10,60,54,48,********
620,female,********,bachelor's degree,standard,completed,married,sometimes,no,2.0,school_bus,< 5,54,71,77,********
621,male,********,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,52,54,53,********
622,female,********,some college,standard,none,married,,yes,1.0,school_bus,5 - 10,52,62,59,********
623,female,********,master's degree,standard,completed,married,never,yes,0.0,school_bus,5 - 10,68,89,89,********
624,male,********,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,65,56,60,********
625,male,********,associate's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,52,53,52,********
626,female,********,high school,standard,none,divorced,sometimes,yes,3.0,private,> 10,44,51,46,********
627,male,********,high school,free/reduced,none,divorced,never,no,2.0,school_bus,5 - 10,71,76,67,********
628,male,********,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,71,60,55,********
629,female,********,,standard,completed,married,regularly,no,1.0,school_bus,< 5,82,92,96,********
630,male,********,,standard,completed,married,never,no,6.0,private,< 5,65,62,63,********
631,female,********,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,43,48,43,********
632,male,********,some high school,standard,,married,never,no,3.0,,> 10,84,82,76,********
633,female,********,some college,standard,none,single,sometimes,yes,0.0,private,< 5,63,74,74,********
634,male,********,some college,standard,none,single,regularly,yes,1.0,school_bus,,76,64,70,********
635,female,********,high school,standard,none,divorced,regularly,yes,2.0,school_bus,> 10,65,79,78,********
636,female,********,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,51,57,68,********
637,female,********,some college,free/reduced,none,married,never,no,4.0,school_bus,< 5,47,62,63,********
638,female,********,some college,free/reduced,completed,married,never,yes,3.0,school_bus,5 - 10,75,76,75,********
639,female,********,bachelor's degree,free/reduced,completed,,sometimes,yes,0.0,school_bus,< 5,52,66,70,********
640,female,********,associate's degree,standard,,,regularly,no,3.0,school_bus,5 - 10,88,99,98,********
641,female,********,,standard,none,married,regularly,no,,school_bus,5 - 10,52,64,62,********
642,female,********,associate's degree,free/reduced,completed,married,sometimes,yes,6.0,school_bus,5 - 10,67,70,78,********
643,female,********,bachelor's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5,57,67,69,********
644,female,********,some college,free/reduced,none,,sometimes,yes,1.0,private,5 - 10,51,66,66,********
645,female,********,high school,standard,none,married,sometimes,yes,1.0,private,> 10,72,83,80,********
646,female,********,master's degree,standard,none,single,sometimes,no,1.0,school_bus,> 10,73,93,95,********
647,female,********,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,85,86,95,********
648,male,********,high school,standard,completed,married,regularly,no,1.0,school_bus,< 5,87,86,88,********
649,male,********,associate's degree,free/reduced,none,divorced,regularly,no,,school_bus,,56,44,50,********
650,male,********,high school,free/reduced,none,widowed,sometimes,yes,1.0,private,< 5,60,56,44,********
651,female,********,bachelor's degree,standard,none,married,sometimes,no,3.0,,< 5,65,63,68,********
652,male,********,some high school,free/reduced,completed,single,sometimes,yes,2.0,private,> 10,40,47,43,********
653,female,********,some high school,free/reduced,none,married,regularly,no,1.0,private,> 10,29,40,35,********
654,female,********,high school,standard,none,married,sometimes,no,4.0,private,> 10,86,91,87,********
655,male,********,high school,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,62,68,60,********
656,male,********,,standard,none,married,never,,0.0,school_bus,5 - 10,78,76,71,********
657,male,********,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,65,66,62,********
659,female,********,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,74,90,83,********
660,female,********,master's degree,standard,,divorced,sometimes,no,1.0,private,> 10,87,90,95,********
661,female,********,high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,69,77,77,********
662,female,********,bachelor's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,53,65,66,********
663,female,********,bachelor's degree,free/reduced,none,married,sometimes,no,,private,5 - 10,62,67,59,********
664,male,********,associate's degree,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,79,82,83,********
665,female,********,high school,free/reduced,none,single,sometimes,no,2.0,private,5 - 10,67,84,83,********
666,male,********,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,,78,76,79,********
667,male,********,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,59,61,49,********
668,male,********,some high school,standard,none,divorced,sometimes,no,3.0,private,< 5,69,65,56,********
669,female,********,some college,standard,completed,married,never,yes,1.0,school_bus,> 10,73,70,82,********
670,male,********,associate's degree,standard,,married,sometimes,yes,3.0,private,5 - 10,93,82,81,********
671,female,********,high school,free/reduced,completed,married,sometimes,yes,0.0,private,> 10,58,73,67,********
672,male,********,some college,standard,completed,married,sometimes,yes,4.0,school_bus,< 5,74,82,78,********
673,female,********,bachelor's degree,standard,none,,sometimes,no,3.0,private,> 10,64,70,65,********
674,male,********,bachelor's degree,standard,completed,single,never,yes,0.0,private,< 5,79,87,85,********
675,male,********,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,70,64,68,********
676,female,********,bachelor's degree,standard,completed,divorced,sometimes,no,4.0,school_bus,5 - 10,92,98,99,********
677,female,********,some college,standard,completed,divorced,regularly,yes,4.0,school_bus,5 - 10,63,73,76,********
678,female,********,some college,free/reduced,completed,married,sometimes,yes,3.0,private,> 10,81,96,98,********
679,male,********,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,52,44,46,********
680,male,********,some high school,free/reduced,none,married,never,yes,3.0,private,< 5,42,33,35,********
681,female,********,high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,59,60,64,********
682,male,********,some college,free/reduced,none,married,never,no,4.0,school_bus,5 - 10,48,31,31,********
683,female,********,associate's degree,free/reduced,completed,married,sometimes,no,5.0,school_bus,< 5,74,91,92,********
684,male,********,high school,standard,completed,married,sometimes,yes,4.0,private,> 10,77,66,65,********
685,female,********,,standard,completed,single,sometimes,yes,0.0,,< 5,64,66,67,********
686,male,********,master's degree,standard,completed,divorced,sometimes,no,,school_bus,5 - 10,93,85,83,********
688,female,********,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,86,96,100,********
689,female,********,some high school,standard,completed,married,regularly,no,2.0,school_bus,> 10,65,78,76,********
690,male,********,high school,free/reduced,none,,sometimes,yes,1.0,private,,75,68,70,********
691,male,********,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,35,31,28,********
692,female,********,some college,free/reduced,completed,divorced,sometimes,yes,1.0,school_bus,< 5,52,62,64,********
693,male,********,some high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,36,37,34,********
694,male,********,bachelor's degree,standard,none,single,sometimes,yes,5.0,,5 - 10,74,62,60,********
695,female,********,associate's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,65,68,73,********
696,female,********,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,64,69,71,********
697,female,********,some college,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,71,86,86,********
698,female,********,associate's degree,standard,none,divorced,regularly,no,3.0,private,< 5,72,74,81,********
699,female,********,high school,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,73,65,73,********
700,female,********,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,62,68,70,********
701,male,********,master's degree,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,48,48,42,********
702,male,********,some college,standard,none,divorced,regularly,yes,3.0,private,> 10,76,71,67,********
703,male,********,some college,standard,none,single,sometimes,yes,0.0,school_bus,< 5,53,47,47,********
704,female,********,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,55,71,75,********
705,female,********,some college,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,71,73,83,********
706,female,********,high school,standard,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,47,56,56,********
707,female,********,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,51,65,58,********
708,female,********,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,74,72,77,********
709,female,********,,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,86,90,94,********
710,male,********,high school,standard,none,married,sometimes,no,4.0,private,5 - 10,49,52,43,********
711,female,********,some high school,free/reduced,none,single,regularly,yes,2.0,school_bus,5 - 10,44,59,54,********
712,male,********,,free/reduced,none,single,regularly,no,1.0,school_bus,5 - 10,74,64,56,********
713,male,********,some college,standard,none,married,regularly,no,7.0,private,< 5,99,88,84,********
714,female,********,associate's degree,standard,completed,single,regularly,yes,0.0,private,5 - 10,89,100,100,********
715,male,********,some high school,free/reduced,completed,single,regularly,no,4.0,private,,66,70,65,********
716,male,********,associate's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10,97,91,90,********
717,male,********,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,58,64,63,********
718,female,********,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,73,86,83,********
719,male,********,some high school,free/reduced,none,divorced,sometimes,no,,private,> 10,54,46,40,********
721,female,********,high school,free/reduced,none,married,sometimes,,2.0,private,< 5,70,72,73,********
722,male,********,associate's degree,standard,none,married,regularly,no,7.0,,5 - 10,53,53,49,********
723,male,********,bachelor's degree,standard,none,married,regularly,yes,4.0,private,< 5,95,94,88,********
724,male,********,some college,standard,none,single,sometimes,no,,school_bus,5 - 10,47,56,45,********
726,female,********,high school,standard,none,single,never,yes,1.0,school_bus,5 - 10,61,60,62,********
727,male,********,some high school,standard,none,single,sometimes,yes,1.0,school_bus,> 10,69,66,67,********
728,female,********,high school,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,52,63,64,********
730,male,********,some high school,standard,none,married,sometimes,yes,,school_bus,5 - 10,73,68,58,********
731,male,********,some college,free/reduced,none,married,regularly,yes,3.0,private,< 5,54,44,43,********
732,male,********,high school,standard,none,single,regularly,yes,3.0,school_bus,> 10,92,74,75,********
733,female,********,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,81,88,84,********
734,female,********,bachelor's degree,standard,,single,sometimes,no,3.0,private,,88,95,97,********
735,male,********,,free/reduced,,married,regularly,yes,3.0,private,< 5,56,44,47,********
736,male,********,,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,77,63,60,********
737,female,********,,standard,none,married,regularly,no,3.0,private,> 10,95,100,96,********
738,female,********,high school,standard,none,married,never,no,2.0,private,> 10,52,56,58,********
739,female,********,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,73,71,74,********
740,male,********,some high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,67,54,55,********
741,female,********,master's degree,standard,completed,married,sometimes,no,,private,5 - 10,44,57,61,********
742,female,********,some high school,free/reduced,completed,married,regularly,yes,0.0,school_bus,< 5,72,84,79,********
743,female,********,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,25,45,42,********
744,female,********,master's degree,standard,none,divorced,never,no,3.0,private,5 - 10,56,62,63,********
745,female,********,master's degree,standard,none,married,never,yes,1.0,private,5 - 10,65,77,79,********
746,female,********,some college,standard,none,divorced,sometimes,,3.0,school_bus,,64,80,75,********
747,male,********,some high school,standard,completed,married,sometimes,,1.0,school_bus,> 10,69,65,68,********
748,male,********,some high school,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,50,60,52,********
749,male,********,high school,standard,none,divorced,sometimes,no,4.0,school_bus,> 10,93,78,78,********
750,male,********,some high school,free/reduced,,married,sometimes,yes,5.0,private,5 - 10,50,55,44,********
751,female,********,some college,standard,completed,,regularly,yes,2.0,school_bus,,88,95,96,********
752,male,********,,standard,none,married,regularly,no,4.0,,5 - 10,76,65,66,********
753,male,********,bachelor's degree,free/reduced,,single,regularly,no,3.0,,5 - 10,47,46,39,********
754,female,********,some high school,standard,none,married,never,yes,3.0,private,5 - 10,45,53,48,********
755,female,********,associate's degree,standard,none,single,never,no,2.0,school_bus,5 - 10,82,81,78,********
756,male,********,bachelor's degree,free/reduced,none,divorced,regularly,yes,2.0,school_bus,< 5,46,51,42,********
757,male,********,,standard,completed,married,sometimes,no,2.0,school_bus,> 10,100,97,100,********
758,male,********,high school,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,47,54,56,********
759,female,********,some high school,standard,completed,married,sometimes,no,4.0,private,5 - 10,78,87,84,********
760,female,********,some high school,free/reduced,completed,married,regularly,yes,3.0,private,,49,63,70,********
762,male,********,master's degree,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,71,68,64,********
763,female,********,some college,standard,none,married,regularly,yes,1.0,,5 - 10,48,51,57,********
764,male,********,,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,76,64,67,********
765,female,********,some high school,standard,none,married,sometimes,no,6.0,school_bus,5 - 10,45,67,65,********
766,male,********,some college,standard,none,married,sometimes,yes,4.0,private,5 - 10,43,47,36,********
767,male,********,master's degree,free/reduced,,single,regularly,yes,,school_bus,< 5,59,57,63,********
768,male,********,associate's degree,standard,none,single,sometimes,yes,2.0,,5 - 10,60,49,46,********
769,female,********,some high school,free/reduced,none,single,sometimes,yes,1.0,private,,64,82,77,********
770,female,********,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,41,51,46,********
771,male,********,associate's degree,free/reduced,completed,married,sometimes,yes,1.0,private,,46,46,47,********
772,female,********,,standard,none,married,sometimes,no,2.0,school_bus,< 5,64,74,75,********
773,female,********,bachelor's degree,free/reduced,none,married,sometimes,no,5.0,private,< 5,38,52,50,********
774,male,********,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10,86,89,84,********
